TaxonName,Author
Acer kweilinense,W. P. Fang & M. Y. Fang
Acer laevigatum,Wall.
Acer laurinum,Hassk.
Acer laxiflorum,Pax
Acer leipoense,W.P.Fang & Soong
Acer leucoderme,Small
Acer lobelii,Ten.
Acer longipes,Franch. ex Rehder
Acer lucidum,F.P.Metcalf
Acer lungshengense,W.P.Fang & L.C.Hu
Acer macrophyllum,Pursh
Acer mandshuricum,Maxim.
Acer maximowiczianum,Miq.
Acer maximowiczii,Pax
Acer mazandaranicum,"Amini, H.Zare & Assadi"
Acer metcalfii,Rehder
Acer miaoshanicum,W.P.Fang
Acer miaotaiense,P.C.Tsoong
Acer micranthum,Siebold & Zucc.
Acer miyabei,Maxim.
Acer monspessulanum,L.
Acer morifolium,Koidz.
Acer negundo,L.
Acer nigrum,F.Michx.
Acer nipponicum,H.Hara
Acer oblongum,Wall. ex DC.
Acer obtusifolium,Sm.
Acer okamotoanum,Nakai
Acer oligocarpum,W.P.Fang & L.C.Hu
Acer oliverianum,Pax
Acer opalus,Mill.
Acer osmastonii,Gamble
Acer paihengii,W.P.Fang
Acer palmatum,Thunb.
Acer pauciflorum,W.P.Fang
Acer paxii,Franch.
Acer pectinatum,Wall. ex G.Nicholson
Acer pensylvanicum,L.
Acer pentaphyllum,Diels
Acer pentapomicum,J.L.Stewart
Acer pictum,Thunb.
Acer pilosum,Maxim.
Acer pinnatinervium,Merr.
Acer platanoides,L.
Acer poliophyllum,W.P.Fang & Y.T.Wu
Acer pseudoplatanus,L.
Acer pseudosieboldianum,(Pax) Kom.
Acer pseudowilsonii,Y.S.Chen
Acer pubinerve,Rehder
Acer pubipetiolatum,Hu & W.C.Cheng
Acer pycnanthum,K.Koch
Acer rubescens,Hayata
Acer rubrum,L.
Acer rufinerve,Siebold & Zucc.
Acer saccharinum,L.
Acer saccharum,Marshall
Acer sempervirens,L.
Acer serrulatum,Hayata
Acer shenkanense,W.P.Fang ex C.C.Fu
Acer shihweii,F.Chun & W.P.Fang
Acer shirasawanum,Koidz.
Acer sieboldianum,Miq.
Acer sikkimense,Miq.
Acer sinense,Pax
Acer sino-oblongum,F.P.Metcalf
Acer sinopurpurascens,W.C.Cheng
Acer skutchii,Rehder
Acer sosnowskyi,Doluch.
Acer spicatum,Lam.
Acer stachyophyllum,Hiern
Acer sterculiaceum,Wall.
Acer sutchuenense,Franch.
Acer sycopseoides,Chun
Acer takesimense,Nakai
Acer tataricum,L.
Acer tegmentosum,Maxim.
Acer tenellum,Pax
Acer tenuifolium,Koidz.
Acer thomsonii,Miq.
Acer tibetense,W.P.Fang
Acer tonkinense,Lecomte
Acer triflorum,Kom.
Acer truncatum,Bunge
Acer tschonoskii,Maxim.
Acer tsinglingense,W.P.Fang & C.C.Hsieh
Acer turkestanicum,Pax
Acer tutcheri,Duthie
Acer ukurunduense,Trautv. & C.A.Mey.
Acer undulatum,Pojark.
Acer velutinum,Boiss.
Acer wangchii,W.P.Fang
Acer wardii,W.W.Sm.
Acer wilsonii,Rehder
Acer yangbiense,Y.S.Chen & Q.E.Yang
Acer yinkunii,W.P.Fang
Acer yui,W.P.Fang
Aceratium archboldianum,A.C.Sm.
Aceratium brassii,A.C.Sm.
Aceratium concinnum,(S.Moore) C.T.White
Aceratium doggrellii,C.T.White
Aceratium ferrugineum,C.T.White
Aceratium hypoleucum,Kaneh. & Hatus.
Aceratium ledermannii,Schltr.
Aceratium megalospermum,(F.Muell.) Balgooy
Aceratium muellerianum,Schltr.
Aceratium oppositifolium,DC.
Aceratium pachypetalum,Schltr.
Aceratium parvifolium,Schltr.
Aceratium pittosporoides,Schltr.
Aceratium sericeum,A.C.Sm.
Aceratium sericoleopsis,Balgooy
Aceratium sinuatum,Coode
Aceratium sphaerocarpum,Kaneh. & Hatus.
Aceratium tomentosum,Coode
Achatocarpus gracilis,H.Walter
Achatocarpus hasslerianus,Heimerl
Achatocarpus microcarpus,Schinz & Autran
Achatocarpus nigricans,Triana
Achatocarpus oaxacanus,Standl.
Achatocarpus praecox,Griseb.
Achatocarpus pubescens,C.H.Wright
Achuaria hirsuta,Gereau
Achyranthes arborescens,R.Br.
Achyranthes mangarevica,Suess.
Achyranthes marchionica,F.Br.
Acidocroton gentryi,Fern.Alonso & R.Jaram.
Acidocroton madrigalensis,A.M.Hanan & V.W.Steinm.
Acidocroton verrucosus,Urb.
Acioa dolichopoda,(Prance) Sothers & Prance
Acioa edulis,Prance
Acioa guianensis,Aubl.
Acioa longipendula,(Pilg.) Sothers & Prance
Acioa schultesii,Maguire
Acioa somnolens,Maguire
Ackama australiensis,(Schltr.) C.T.White
Ackama nubicola,de Lange
Ackama paniculosa,F.Muell.) Heslewood
Ackama rosifolia,A.Cunn.
Acmanthera cowanii,W.R.Anderson
Acmanthera duckei,W.R.Anderson
Acmanthera fernandesii,W.R.Anderson
Acmanthera latifolia,(Juss.) Griseb.
Acmanthera longifolia,Nied.
Acmanthera minima,W.R.Anderson
Acmanthera parviflora,W.R.Anderson
Acmopyle pancheri,(Brongn. & Gris) Pilg.
Acmopyle sahniana,Buchholz & N.E.Gray
Acnistus arborescens,(L.) Schltdl.
Acoelorraphe wrightii,(Griseb. & H.Wendl.) H.Wendl. ex Becc.
Acokanthera laevigata,Kupicha
Acokanthera oblongifolia,(Hochst.) Benth. & Hook.f. ex B.D.Jacks.
Acokanthera oppositifolia,(Lam.) Codd
Acokanthera rotundata,(Codd) Kupicha
Acokanthera schimperi,(A.DC.) Schweinf.
Acosmium cardenasii,H.S.Irwin & Arroyo
Acosmium diffusissimum,(Mohlenbr.) Yakovlev
Acosmium lentiscifolium,Schott
Acradenia euodiiformis,(F.Muell.) T.G.Hartley
Acradenia frankliniae,Kippist
Acranthera athroophlebia,Bremek.
Acridocarpus austrocaledonicus,Baill.
Acridocarpus excelsus,A.Juss.
Acridocarpus humbertii,Arènes
Acridocarpus katangensis,De Wild.
Acridocarpus macrocalyx,Engl.
Acridocarpus natalitius,A.Juss.
Acridocarpus perrieri,Ames
Acridocarpus plagiopterus,Guill. & Perr.
Acridocarpus socotranus,Oliv.
Acridocarpus spectabilis,(Nied.) Doorn-Hoekm.
Acritopappus buiquensis,Bautista & D.J.N.Hind
Acritopappus catolesensis,D.J.N.Hind & Bautista
Acritopappus confertus,(Gardner) R.M.King & H.Rob.
Acritopappus connatifolius,(Soar.Nunes) R.M.King & H.Rob.
Acritopappus harleyi,R.M.King & H.Rob.
Acritopappus heterolepis,(Baker) R.M.King & H.Rob.
Acritopappus irwinii,R.M.King & H.Rob.
Acritopappus pereirae,"Bautista, Ortiz & Rodr. Oubiña"
Acritopappus pintoi,Bautista & D.J.N.Hind
Acritopappus prunifolius,R.M.King & H.Rob.
Acritopappus subtomentosus,R.M.King & H.Rob.
Acritopappus teixeirae,R.M.King & H.Rob.
Acrocarpus fraxinifolius,Wight & Arn.
Acrocomia aculeata,(Jacq.) Lodd. ex R.Keith
Acrocomia crispa,(Kunth) C.F.Baker ex Becc.
Acrocomia hassleri,(Barb.Rodr.) W.J.Hahn
Acrocomia intumescens,Drude
Acrocomia media,O.F.Cook
Acrocomia totai,Mart.
Acronychia aberrans,T.G.Hartley
Acronychia acidula,F.Muell.
Acronychia acronychioides,(F.Muell.) T.G.Hartley
Acronychia acuminata,T.G.Hartley
Acronychia baeuerlenii,T.G.Hartley
Acronychia carrii,T.G.Hartley
Acronychia cartilaginea,T.G.Hartley
Acronychia chooreechillum,(F.M.Bailey) C.T.White
Acronychia crassipetala,T.G.Hartley
Acronychia cuspidata,Lauterb.
Acronychia dimorphocalyx,T.G.Hartley
Acronychia emarginata,Lauterb.
Acronychia eungellensis,T.G.Hartley & B.Hyland
Acronychia foveata,T.G.Hartley
Acronychia glauca,T.G.Hartley
Acronychia goniocarpa,Merr. & L.M.Perry
Acronychia gurakorensis,T.G.Hartley
Acronychia imperforata,F.Muell.
Acronychia intermedia,T.G.Hartley
Acronychia kaindiensis,T.G.Hartley
Acronychia laevis,J.R.Forst. & G.Forst.
Acronychia ledermannii,Lauterb.
Acronychia littoralis,T.G.Hartley & J.Williams
Acronychia macrocalyx,T.G.Hartley
Acronychia montana,T.G.Hartley
Acronychia murina,Ridl.
Acronychia normanbiensis,T.G.Hartley
Acronychia oblongifolia,(A.Cunn. ex Hook.) Endl. ex Heynh.
Acronychia octandra,(F.Muell.) T.G.Hartley
Acronychia papuana,Gibbs
Acronychia parviflora,C.T.White
Acronychia pauciflora,C.T.White
Acronychia pedunculata,(L.) Miq.
Acronychia porteri,Hook.f.
Acronychia pubescens,(F.M.Bailey) C.T.White
Acronychia pullei,Lauterb.
Acronychia reticulata,Lauterb.
Acronychia richards-beehleri,Takeuchi
Acronychia rubescens,Lauterb.
Acronychia rugosa,T.G.Hartley
Acronychia schistacea,T.G.Hartley
Acronychia smithii,T.G.Hartley
Acronychia suberosa,C.T.White
Acronychia trifoliolata,Zoll. & Moritzi
Acronychia vestita,F.Muell.
Acronychia wabagensis,T.G.Hartley
Acronychia wilcoxiana,(F.Muell.) T.G.Hartley
Acronychia wisseliana,T.G.Hartley
Acropogon aoupiniensis,Morat
Acropogon austrocaledonicus,(Hook.) Morat
Acropogon bosseri,Morat & Chalopin
Acropogon bullatus,(Pancher & Sebert) Morat
Acropogon calcicolus,Morat & Chalopin
Acropogon chalopiniae,Morat
Acropogon domatifer,Morat
Acropogon dzumacensis,(Guillaumin) Morat
Acropogon fatsioides,Schltr.
Acropogon francii,(Guillaumin) Morat
Acropogon grandiflorus,Morat & Chalopin
Acropogon horarius,Gâteblé & Munzinger
Acropogon jaffrei,Morat & Chalopin
Acropogon macrocarpus,Morat & Chalopin
Acropogon margaretae,Morat & Chalopin
Acropogon megaphyllus,(Bureau & Poiss. ex Guillaumin)
Acropogon merytifolius,Morat & Chalopin
Acropogon mesophilus,Munzinger & Gâteblé
Acropogon moratianus,"Callm., Munzinger & Lowry"
Acropogon paagoumenensis,Morat & Chalopin
Acropogon pilosus,Morat & Chalopin
Acropogon sageniifolius,Schltr.
Acropogon schefflerifolius,(Guillaumin) Morat
Acropogon schistophilus,Morat & Chalopin
Acropogon schumannianus,Schltr.
Acropogon tireliae,Morat & Chalopin
Acropogon veillonii,Morat
Acrosynanthus parvifolius,Britton ex Standl.
Actephila championiae,P.I.Forst.
Actephila excelsa,(Dalzell) Müll.Arg.
Actephila flavescens,P.I.Forst.
Actephila lindleyi,(Steud.) Airy Shaw
Actephila merrilliana,Chun
Actephila ovalis,(Ridl.) Gage
Actephila petiolaris,Benth.
Actephila plicata,P.I.Forst.
Actephila sessilifolia,Benth.
Actephila subsessilis,Gagnep.
Actephila trichogyna,Airy Shaw
Actinocheita filicina,(DC.) F.A.Barkley
Actinodaphne albifrons,Kosterm.
Actinodaphne amabilis,Kosterm.
Actinodaphne ambigua,Hook.f.
Actinodaphne andamanica,M.Gangop.
Actinodaphne archboldiana,C.K.Allen
Actinodaphne areolata,Blume
Actinodaphne bicolor,(Merr.) Merr.
Actinodaphne borneensis,Meisn.
Actinodaphne bourdillonii,Gamble
Actinodaphne bourneae,Gamble
Actinodaphne brassii,C.K.Allen
Actinodaphne caesia,Teschner
Actinodaphne campanulata,Hook.f.
Actinodaphne celebica,Miq.
Actinodaphne cinerea,Elmer
Actinodaphne cochinchinensis,Meisn.
Actinodaphne concolor,Nees
Actinodaphne corymbosa,Blume
Actinodaphne crassa,Hand.-Mazz.
Actinodaphne cupularis,(Hemsl.) Gamble
Actinodaphne cuspidata,Gamble
Actinodaphne diversifolia,Merr.
Actinodaphne dolichophylla,(Merr.) Merr.
Actinodaphne elegans,Thwaites
Actinodaphne ellipticibacca,Kosterm.
Actinodaphne engleriana,Teschner
Actinodaphne ferruginea,H.Liu
Actinodaphne forrestii,(C.K.Allen) Kosterm.
Actinodaphne fragilis,Gamble
Actinodaphne fuliginosa,Airy Shaw
Actinodaphne furfuracea,Blume
Actinodaphne glabra,Blume
Actinodaphne glauca,Nees
Actinodaphne glaucina,C.K.Allen
Actinodaphne glomerata,(Blume) Nees
Actinodaphne gracilis,Miq.
Actinodaphne gullavara,(Buch.-Ham. ex Nees) M.R.Almeida
Actinodaphne henryi,Gamble
Actinodaphne hirsuta,Blume
Actinodaphne hookeri,Meisn.
Actinodaphne hypoleucophylla,Hayata
Actinodaphne javanica,Miq.
Actinodaphne kinabaluensis,Kosterm.
Actinodaphne koshepangii,Chun ex Hung T.Chang
Actinodaphne kostermansii,S.Julia
Actinodaphne kweichowensis,Y.C.Yang & P.H.Huang
Actinodaphne lanata,Meisn.
Actinodaphne lanceolata,Dalzell & A.Gibson
Actinodaphne latifolia,Teschner
Actinodaphne lawsonii,Gamble
Actinodaphne lecomtei,C.K.Allen
Actinodaphne ledermannii,Teschner
Actinodaphne leiantha,Hook.f.
Actinodaphne leiophylla,(Kurz) Hook. f.
Actinodaphne longipes,Kosterm.
Actinodaphne macgregorii,(Merr.) Kosterm.
Actinodaphne macrophylla,(Blume) Nees
Actinodaphne macroptera,Miq.
Actinodaphne madraspatana,Bedd. ex Hook.f.
Actinodaphne magniflora,C.K.Allen
Actinodaphne malaccensis,Hook.f.
Actinodaphne mansonii,M.Gangop.
Actinodaphne menghaiensis,J.Li
Actinodaphne microphylla,Elmer
Actinodaphne mollis,Blume
Actinodaphne molochina,Nees
Actinodaphne moluccana,Blume
Actinodaphne montana,Gamble
Actinodaphne multiflora,Benth.
Actinodaphne mushaensis,(Hayata) Hayata
Actinodaphne myriantha,Merr.
Actinodaphne nicobarica,M.Gangop.
Actinodaphne nitida,Teschner
Actinodaphne novoguineensis,Teschner
Actinodaphne obovata,(Nees) Blume
Actinodaphne obscurinervia,Y.C.Yang & P.H.Huang
Actinodaphne obtusa,Teschner
Actinodaphne omeiensis,(H.Liu) C.K.Allen
Actinodaphne paotingensis,Y.C.Yang & P.H.Huang
Actinodaphne pauciflora,Blume
Actinodaphne pedunculata,Meisn.
Actinodaphne percoriacea,S.Julia
Actinodaphne perglabra,Kosterm.
Actinodaphne perlucida,C.K.Allen
Actinodaphne philippinensis,Merr.
Actinodaphne pilosa,(Lour.) Merr.
Actinodaphne pisifera,Hook.f.
Actinodaphne procera,Nees
Actinodaphne pruinosa,Nees
Actinodaphne pulchra,Teschner
Actinodaphne quercina,Blume
Actinodaphne reticulata,Meisn.
Actinodaphne ridleyi,Gamble
Actinodaphne robusta,S.Julia
Actinodaphne rufescens,Blume
Actinodaphne rumphii,Blume
Actinodaphne salicina,Meisn.
Actinodaphne samarensis,(Merr.) Merr.
Actinodaphne scleroptera,Miq.
Actinodaphne semengohensis,S.Julia
Actinodaphne sesquipedalis,Hook.f. & Thomson ex Meisn.
Actinodaphne setchuenensis,(Gamble) C.K.Allen
Actinodaphne shendurunii,Robi & Udayan
Actinodaphne sikkimensis,Meisn.
Actinodaphne soepadmoi,S.Julia
Actinodaphne solomonensis,C.K.Allen
Actinodaphne spathulifolia,S.Julia
Actinodaphne speciosa,Nees
Actinodaphne sphaerocarpa,(Blume) Nees
Actinodaphne stenophylla,Thwaites
Actinodaphne sulcata,S.Julia
Actinodaphne tadulingamii,Gamble
Actinodaphne tayabensis,(Elmer) Merr.
Actinodaphne tomentosa,Teschner
Actinodaphne trichocarpa,C.K.Allen
Actinodaphne tsaii,Hu
Actinodaphne venosa,S.Julia
Actinodaphne wightiana,(Kuntze) Noltie
Actinokentia divaricata,(Brongn.) Dammer
Actinokentia huerlimannii,H.E.Moore
Actinorhytis calapparia,(Blume) H.Wendl. & Drude ex Scheff.
Actinostemon amazonicus,Pax & K.Hoffm.
Actinostemon caribaeus,Griseb.
Actinostemon concepcionis,(Chodat & Hassl.) Hochr.
Actinostemon concolor,(Spreng.) Müll.Arg.
Actinostemon echinatus,Müll.Arg.
Actinostemon imbricatus,Müll.Arg.
Actinostemon klotzschii,(Didr.) Pax
Actinostemon roseliae,"L.S.Oliveira, A.L.Melo & M.F.Sales"
Actinostemon schomburgkii,(Klotzsch) Hochr.
Actinostemon verticillatus,(Klotzsch) Baill.
Acunaeanthus tinifolius,(Griseb.) Borhidi
Adansonia digitata,L.
Adansonia grandidieri,Baill.
Adansonia gregorii,F.Muell.
Adansonia madagascariensis,Baill.
Adansonia perrieri,Capuron
Adansonia rubrostipa,Jum. & H. Perrier
Adansonia suarezensis,H.Perrier
Adansonia za,Baill.
Adelia barbinervis,Cham. & Schltdl.
Adelia membranifolia,(Müll.Arg.) Chodat & Hassl.
Adelia oaxacana,(Müll.Arg.) Hemsl.
Adelia ricinella,L.
Adelia triloba,(Müll.Arg.) Hemsl.
Adelobotrys antioquiensis,Wurdack
Adelobotrys klugii,Wurdack
Adelobotrys macrantha,Gleason
Adenanthera abrosperma,F.Muell.
Adenanthera aglaosperma,Alston
Adenanthera borneensis,Brace ex Prain
Adenanthera forbesii,Gagnep.
Adenanthera intermedia,Merr.
Adenanthera kostermansii,I.C.Nielsen
Adenanthera malayana,Kosterm.
Adenanthera mantaroa,Villiers
Adenanthera marina,I.C.Nielsen
Adenanthera microsperma,Teijsm. & Binn.
Adenanthera novoguineensis,Baker f.
Adenanthera pavonina,L.
Adenanthos sericeus,Labill.
Adenaria floribunda,Kunth
Adenia fruticosa,Burtt Davy
Adenia karibaensis,W.J.de Wilde
Adenia pechuelii,(Engl.) Harms
Adenium boehmianum,Schinz
Adenium multiflorum,Klotzsch
Adenium obesum,(Forssk.) Roem. & Schult.
Adenocalymma bracteosum,(DC.) L.G.Lohmann
Adenocalymma cladotrichum,(Sandwith) L.G.Lohmann
Adenocarpus mannii,(Hook.f.) Hook.f.
Adenodaphne spathulata,Kosterm.
Adenodaphne uniflora,(Guillaumin) Kosterm.
Adenolobus garipensis,(E.Mey.) Torre & Hillc.
Adenophaedra grandifolia,(Klotzsch) Müll.Arg.
Adenophaedra megalophylla,(Müll.Arg.) Müll.Arg.
Adenopodia oaxacana,M.Sousa
Adenopodia rotundifolia,(Harms) Brenan
Adenorandia kalbreyeri,(Hiern) Robbr. & Bridson
Adenostoma sparsifolium,Torr.
Adesmia resinosa,Phil.
Adesmia viscosa,Gillies ex Hook.
Adina cordifolia,(Roxb.) Brandis
Adina dissimilis,Craib
Adina eurhyncha,(Miq.) Å.Krüger & Löfstrand
Adina fagifolia,(Teijsm. & Binn. ex Havil.) Valeton ex Merr.
Adina malaccensis,(Ridsdale) Å.Krüger & Löfstrand
Adina metcalfii,Merr. ex H.L.Li
Adina multifolia,Havil.
Adina pilulifera,(Lam.) Franch. ex Drake
Adina pubicostata,Merr.
Adina trichotoma,(Zoll. & Moritzi) Benth. & Hook.f. ex B.D.Jacks.
Adinandra acuminata,Korth.
Adinandra acuta,Korth.
Adinandra angulata,Ridl.
Adinandra anisobasis,Kobuski
Adinandra annamensis,Gagnep. ex Kobuski
Adinandra apoensis,Elmer
Adinandra argentifolia,Sugau
Adinandra auriformis,L.K.Ling & S.X.Liang
Adinandra bicuspidata,Kobuski
Adinandra bockiana,E.Pritz. ex Diels
Adinandra borneensis,Kobuski
Adinandra brassii,Kobuski
Adinandra brefeldii,Koord.
Adinandra calciphila,Sugau
Adinandra caudata,Gagnep. ex Kobuski
Adinandra celebica,Koord.
Adinandra clemensiae,Kobuski
Adinandra coarctata,Craib
Adinandra collina,Kobuski
Adinandra colombonensis,Kobuski
Adinandra cordifolia,Ridl.
Adinandra corneriana,Kobuski
Adinandra crassifolia,Sugau
Adinandra dasyantha,Korth.
Adinandra donnaiensis,Gagnep. ex Kobuski
Adinandra dubia,Kobuski
Adinandra dumosa,Jack
Adinandra elegans,F.C.How & W.C.Ko ex Hung T.Chang
Adinandra elliptica,C.B.Rob.
Adinandra endertii,Kobuski
Adinandra epunctata,Merr. & Chun
Adinandra excelsa,Korth.
Adinandra eymae,Kobuski
Adinandra filipes,Merr. ex Kobuski
Adinandra forbesii,Baker f.
Adinandra formosana,Hayata
Adinandra gallatlyi,R.N.Paul
Adinandra glischroloma,Hand.-Mazz.
Adinandra grandifolia,Hien & Yakovlev
Adinandra grandis,L.K.Ling
Adinandra griffithii,Dyer
Adinandra hainanensis,Hayata
Adinandra hirta,Gagnep.
Adinandra howii,Merr. & Chun
Adinandra impressa,Kobuski
Adinandra inaequalis,Sugau
Adinandra integerrima,T.Anderson ex Dyer
Adinandra kamalae,"M.K.Pathak , Bhaumik & G.Krishna"
Adinandra kjellbergii,Kobuski
Adinandra kostermansii,Sugau
Adinandra lancipetala,L.K.Ling
Adinandra laotica,Gagnep.
Adinandra laronensis,Kobuski
Adinandra lasiopetala,(Wright) Choisy
Adinandra lasiostyla,Hayata
Adinandra latifolia,L.K.Ling
Adinandra lenticellata,Sugau
Adinandra leytensis,Merr.
Adinandra lienii,Hien & Yakovlev
Adinandra loerzingiana,Kobuski
Adinandra loheri,Merr.
Adinandra longipedicellata,Sugau
Adinandra luzonica,Merr.
Adinandra macgregorii,Merr.
Adinandra macquilingensis,Merr.
Adinandra maculosa,T.Anderson ex Dyer
Adinandra magniflora,Kobuski
Adinandra masambensis,Kobuski
Adinandra megaphylla,Hu
Adinandra mendamitensis,Sugau
Adinandra meratusensis,Sugau
Adinandra milletii,(Hook. & Arn.) Benth. & Hook.f. ex Hance
Adinandra myrioneura,Kobuski
Adinandra nigroglandulosa,L.K.Ling
Adinandra nigropunctata,Merr.
Adinandra nitida,Merr. ex H.L.Li
Adinandra nunkokensis,Kobuski
Adinandra oblonga,Craib
Adinandra pangiensis,Sugau
Adinandra parvifolia,Ridl.
Adinandra pingbianensis,L.K.Ling
Adinandra plagiobasis,Airy Shaw
Adinandra polyneura,Kobuski
Adinandra quinquepartita,Kobuski
Adinandra rantepaoensis,Kobuski
Adinandra rubiginosa,Kobuski
Adinandra ryukyuensis,Masam.
Adinandra sadaui,Sugau
Adinandra sarosanthera,Miq.
Adinandra steenisii,Kobuski
Adinandra subauriculata,Kobuski
Adinandra subsessilis,Airy Shaw
Adinandra subunguiculata,Kobuski
Adinandra tomentosa,Sugau
Adinandra verrucosa,Stapf
Adinandra villosa,Choisy
Adinandra yaeyamensis,Ohwi
Adiscanthus fusciflorus,Ducke
Adolphoduckea maynensis,(Poepp. & Endl.) Paudyal & Delprete
Adonidia dransfieldii,"K.M.Wong, Sugau & Y.W.Low"
Adonidia merrillii,(Becc.) Becc.
Aegiceras floridum,Roem. & Schult.
Aegiphila alba,Moldenke
Aegiphila anomala,Pittier
Aegiphila arcta,Moldenke
Aegiphila australis,Moldenke
Aegiphila bogotensis,(Spreng.) Moldenke
Aegiphila boliviana,Moldenke
Aegiphila brachiata,Vell.
Aegiphila buchtienii,Moldenke
Aegiphila cephalophora,Standl.
Aegiphila cordata,Poepp.
Aegiphila cordifolia,(Ruiz & Pav.) Moldenke
Aegiphila costaricensis,Moldenke
Aegiphila cuatrecasasii,Moldenke
Aegiphila cuneata,Moldenke
Aegiphila deppeana,Steud.
Aegiphila duckei,Moldenke
Aegiphila elata,Sw.
Aegiphila elegans,Moldenke
Aegiphila exiguiflora,Moldenke
Aegiphila falcata,Donn.Sm.
Aegiphila fasciculata,Donn.Sm.
Aegiphila ferruginea,Hayek & Spruce
Aegiphila filipes,Mart. & Schauer
Aegiphila floribunda,Moritz & Moldenke
Aegiphila fluminensis,Vell.
Aegiphila glabrata,Moldenke
Aegiphila glomerata,Benth.
Aegiphila grandis,Moldenke
Aegiphila hastingsiana,Moldenke
Aegiphila hirsutissima,Moldenke
Aegiphila hoehnei,Moldenke
Aegiphila hystricina,Aymard & Cuello
Aegiphila integrifolia,(Jacq.) B.D.Jacks.
Aegiphila laeta,Kunth
Aegiphila laxiflora,Benth.
Aegiphila lehmannii,Moldenke
Aegiphila lewisiana,Moldenke
Aegiphila lopez-palacii,Moldenke
Aegiphila luschnathii,Schauer
Aegiphila martinicensis,Jacq.
Aegiphila mediterranea,Vell.
Aegiphila membranacea,Turcz.
Aegiphila moldenkeana,López-Pal.
Aegiphila mollis,Kunth
Aegiphila monstrosa,Moldenke
Aegiphila monticola,Moldenke
Aegiphila multiflora,Ruiz & Pav.
Aegiphila nervosa,Urb.
Aegiphila novogranatensis,Moldenke
Aegiphila obducta,Vell.
Aegiphila obovata,Andrews
Aegiphila odontophylla,Donn.Sm.
Aegiphila panamensis,Moldenke
Aegiphila pauciflora,Standl.
Aegiphila pennellii,Moldenke
Aegiphila pernambucensis,Moldenke
Aegiphila perplexa,Moldenke
Aegiphila peruviana,Turcz.
Aegiphila purpurascens,Moldenke
Aegiphila rimbachii,Moldenke
Aegiphila roraimensis,Moldenke
Aegiphila saltensis,Legname
Aegiphila schimpffii,Moldenke
Aegiphila skutchii,Moldenke
Aegiphila smithii,Moldenke
Aegiphila sordida,Moldenke
Aegiphila spicata,(Rusby) Moldenke
Aegiphila steinbachii,Moldenke
Aegiphila sufflava,Moldenke
Aegiphila sylvatica,Moldenke
Aegiphila ternifolia,(Kunth) Moldenke
Aegiphila trifida,Sw.
Aegiphila triflora,Moldenke
Aegiphila truncata,Moldenke
Aegiphila ulei,(Hayek) B.Walln.
Aegiphila valerioi,Standl.
Aegiphila vallensis,Moldenke
Aegiphila venezuelensis,Moldenke
Aegiphila verticillata,Vell.
Aegiphila villosa,(Aubl.) J.F.Gmel.
Aegiphila vitelliniflora,Klotzsch
Aegiphila wigandioides,Lundell
Aegle marmelos,(L.) Corrêa
Aeglopsis chevalieri,Swingle
Aeglopsis eggelingii,M.Taylor
Aeglopsis mangenotii,A.Chev.
Aequatorium asterotrichum,B.Nord.
Aequatorium cajamarcense,H.Rob. & Cuatrec.
Aequatorium carpishense,(Cuatrec.) H.Rob. & Cuatrec.
Aequatorium jamesonii,(S.F.Blake) C.Jeffrey
Aequatorium lepidotum,B.Nord.
Aequatorium limonense,B.Nord.
Aequatorium repandiforme,B.Nord.
Aequatorium rimachianum,(Cuatrec.) H.Rob. & Cuatrec.
Aequatorium stellatopilosum,(Greenm. & Cuatrec.) C.Jeffrey
Aequatorium verrucosum,(Wedd.) S.Díaz & Cuatrec.
Aeschrion cubensis,(Radlk. & Urb.) Engl.
Aeschynomene burttii,Baker f.
Aeschynomene ciliata,Vogel
Aeschynomene elaphroxylon,(Guill. & Perr.) Taub.
Aeschynomene megalophylla,Harms
Aeschynomene pararubrofarinacea,J.Léonard
Aeschynomene schliebenii,Harms
Aesculus assamica,Griff.
Aesculus californica,(Spach) Nutt.
Aesculus chinensis,Bunge
Aesculus flava,Sol.
Aesculus glabra,Willd.
Aesculus hippocastanum,L.
Aesculus indica,(Wall. ex Cambess.) Hook.
Aesculus parryi,A.Gray
Aesculus parviflora,Walter
Aesculus pavia,L.
Aesculus sylvatica,W.Bartram
Aesculus turbinata,Blume
Aesculus wangii,Hu
Aetoxylon sympetalum,(Steenis & Domke) Airy Shaw
Aextoxicon punctatum,Ruiz & Pav.
Afraegle asso,Engl.
Afraegle paniculata,(Schumach. & Thonn.) Engl.
Afrocanthium burttii,(Bullock) Lantz
Afrocanthium gilfillanii,(N.E.Br.) Lantz
